Number,Order_Group,Species Name,Final Status,Status Confidence,Count,predict,prob. introduced,prob. native,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
1167,Lepidoptera_Group_428,Hypena eductalis,,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.05970535880895237,,0.0,,0.09732165957078803,,0.0,,0.0,,0.0,
1168,Lepidoptera_Group_429,Hypena baltimoralis,native,33.0,5.0,native,0.04801744397406224,0.9519825560259374,0.05970535880895237,0.0068663344709100444,0.0,0.0,0.09732165957078803,0.003791705652303703,0.0,0.0,0.0,0.5063989809963607,0.0,0.0
1169,Lepidoptera_Group_43,Coelostathma discopunctana,,33.0,1.0,introduced,0.5308978368304579,0.46910216316954195,0.10747311928059836,,0.04983989177798324,,0.1381007292636,,0.03689436817446285,,0.0,,0.06626323851101927,
1170,Lepidoptera_Group_430,Ptichodis bistrigata,native,33.0,1.0,native,0.173394488010385,0.826605511989615,0.1014107952065526,,0.028403386818007113,,0.14453780594010637,,0.0,,0.0,,0.03635559395670089,
1171,Lepidoptera_Group_431,Phaeoura quernaria,native,33.0,2.0,native,0.09318999394886163,0.9068100060511392,0.10192696182439992,0.04305147919476767,0.019393155074953865,0.0,0.14210247795122014,0.024781464181770293,0.0,0.0,0.0,0.024777582453936922,0.025177723706501908,0.0
1172,Lepidoptera_Group_432,Cycnia tenera,,33.0,2.0,native,0.11110395088718411,0.888896049112816,0.09655190003563033,0.0,0.007072470788551746,0.0,0.1409146836197684,0.0,0.0,0.0,0.0,0.9999999999999999,0.009246535196414838,
1173,Lepidoptera_Group_433,Maliattha synochitis,native,33.0,2.0,native,0.2836085816831336,0.7163914183168661,0.09584923806713691,0.0,0.03548079100532941,0.0,0.11614246725304739,0.0,0.012241675535187967,0.0,0.0,0.9999999999999999,0.0543492820808102,
1174,Lepidoptera_Group_434,Mompha cephalonthiella,,33.0,3.0,native,0.3705384221720515,0.6294615778279481,0.13186979465890694,0.00579909322979952,0.033440635407280886,0.0,0.15267106851188503,0.0032821958789105697,0.01235687915819346,0.0,0.0,0.5451523124883639,0.04087827216654767,0.0
1175,Lepidoptera_Group_435,Euparthenos nubilis,native,33.0,1.0,native,0.09062583309027426,0.9093741669097251,0.08547761402065857,,0.02130954979880881,,0.12039112628674303,,0.0,,0.0,,0.03170844736048962,
1176,Lepidoptera_Group_436,Callopistria mollissima,native,33.0,1.0,native,0.16563831838815832,0.8343616816118414,0.08631225538806031,,0.03182656219945142,,0.11557086314661721,,0.0,,0.0,,0.04894559823905375,
1177,Lepidoptera_Group_437,Zale horrida,native,33.0,1.0,native,0.10024549269696757,0.8997545073030321,0.051045228011090134,,0.021182381685176582,,0.07224595478307039,,0.0,,1.74873446847676e-10,,0.0466286962194504,
1178,Lepidoptera_Group_438,Zale unilineata,native,33.0,2.0,native,0.0033987192610840425,0.9966012807389157,0.02565445926087137,0.017167096907415694,0.0,0.0,0.04837646277377925,0.009823886595839703,0.0,0.0,1.2501917472004907e-09,0.15716613755089626,0.0,0.0
1179,Lepidoptera_Group_439,Zale undularis,native,33.0,2.0,native,0.0717194746146968,0.9282805253853029,0.02565445926087137,0.0,0.0,0.0,0.04837646277377925,0.0,0.0,0.0,5.077465868998312e-10,0.9999999999999999,0.0,
1180,Lepidoptera_Group_44,Grapholita eclipsana,,33.0,2.0,native,0.23702426603943622,0.7629757339605643,0.0978067864168212,0.04302566740399473,0.02847962380044698,0.0,0.1384203816604196,0.02440176065497085,0.0,0.0,0.0,0.02481325245531022,0.037791643730970326,0.0
1181,Lepidoptera_Group_440,Zale intenta,,33.0,5.0,native,0.0009503849555702779,0.9990496150444297,0.03654448565156427,0.02759247256518505,0.0,0.0,0.065055181779444,0.016168039604286488,0.0,0.0,4.494554379506059e-10,0.3980742568258589,0.0,0.0
1182,,Zale lunifera,native,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1183,Lepidoptera_Group_441,Zale obliqua,native,33.0,2.0,native,0.0717194746146968,0.9282805253853029,0.030189120451117345,0.0,0.0,0.0,0.055085352967553104,0.0,0.0,0.0,6.734161681239453e-10,0.9999999999999999,0.0,
1184,Lepidoptera_Group_442,Zale submediana,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.004892878211703651,,0.0,,0.020223779222485222,,0.0,,2.3469857340082834e-07,,0.0,
1185,Lepidoptera_Group_443,Zale curema,native,33.0,5.0,native,0.01391643754262425,0.9860835624573758,0.004892878211703651,0.0727774389289049,0.0,0.0,0.020223779222485222,0.04309415749309167,0.0,0.0,1.2885411872986653e-07,0.20184744927112677,0.0,0.0
1186,,Zale helata,native,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1187,Lepidoptera_Group_444,Eudryas unio,native,33.0,1.0,native,0.10024549269696757,0.8997545073030321,0.06460877176329824,,0.02471870580964617,,0.0948494905284114,,0.004080567427728317,,0.0,,0.04441677298342475,
1188,Lepidoptera_Group_445,Psychomorpha epimenis,native,33.0,3.0,native,0.11255160817457255,0.8874483918254271,0.06460877176329824,0.011447429676472758,0.02471870580964617,0.02124098370980047,0.09197332191944227,0.0033036704392042857,0.004080567427728317,0.0379876446339672,0.0,0.6671567671855354,0.04547993157851003,0.4571752555866539
1189,Lepidoptera_Group_446,Phoberia atomaris,native,33.0,4.0,native,0.06087734485866424,0.9391226551413357,0.04780040207660704,0.011442054984820807,0.01411686734381209,0.0,0.07393544797708196,0.006549257730559802,0.012241675535187967,0.0,0.0,0.43811075836726415,0.030561304191659963,0.0
1190,Lepidoptera_Group_447,Cissusa spadix,native,33.0,1.0,native,0.04044237669829521,0.9595576233017046,0.04780040207660704,,0.01411686734381209,,0.07393544797708196,,0.0,,0.0,,0.030561304191659963,
1191,Lepidoptera_Group_448,Drasteria graphica,native,33.0,7.0,native,0.20356748981230932,0.7964325101876907,0.09009000694523922,0.024612637346595682,0.03553662004321484,0.0,0.10802948244301264,0.014331098729539221,0.012241675535187967,0.0,4.924068108605614e-10,0.4153123674895261,0.05767689535249578,0.0
1192,,Drasteria occulta,native,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1193,Lepidoptera_Group_449,Amolita roseola,native,66.0,2.0,native,0.13658681627540806,0.8634131837245923,0.07953342572785549,0.11268877111457568,0.021281191628897526,0.0,0.11052298161097346,0.06626407076800188,0.012241675535187967,0.0,0.0,0.0002571215098991781,0.03391905004958674,0.0
1194,Lepidoptera_Group_45,Epiblema otiosana,,33.0,1.0,introduced,0.5282672914768604,0.4717327085231395,0.09893173238155065,,0.042776790897887794,,0.13456335587830828,,0.03689436817446285,,0.0,,0.058108810972582706,
1195,Lepidoptera_Group_450,Panopoda rufimargo,native,33.0,1.0,native,0.01823609462740792,0.9817639053725921,0.0786129324679534,,0.014135607160724682,,0.12204864093054188,,0.0,,0.0,,0.02080161683010586,
1196,Lepidoptera_Group_451,Spargaloma sexpunctata,native,33.0,2.0,native,0.2143150023730996,0.7856849976269,0.0593672275531776,0.0,0.03187948088698301,0.0,0.0786832685534064,0.0,0.0,0.0,1.9021322288694585e-10,0.9999999999999999,0.06594915303982118,
1197,Lepidoptera_Group_452,Catocala ultronia,,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.02666717176196754,,0.0,,0.04359685082658126,,0.0,,8.084061972695198e-09,,0.0,
1198,Lepidoptera_Group_453,Catocala praeclara,,33.0,3.0,native,0.13599842376846166,0.8640015762315381,0.02666717176196754,0.0,0.014400803963699846,0.0,0.04359685082658126,0.0,0.01249979370607327,0.0,3.236692744285933e-09,0.9999999999999999,0.04435204552739036,
1199,Lepidoptera_Group_454,Catocala luctuosa,,33.0,1.0,native,0.08516054990974128,0.9148394500902582,0.020083977101797865,,0.01434646559306883,,0.03372390604064706,,0.0,,3.880963337935266e-08,,0.05123076485721374,
1200,Lepidoptera_Group_455,Catocala herodias,,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.030445513550907417,,0.007046739032374418,,0.05216606655791991,,0.0,,1.4940941862248809e-09,,0.019388302866388818,
1201,Lepidoptera_Group_456,Catocala relicta,,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.03284464468682937,,0.007049081509488492,,0.05560621067536264,,0.012241675535187967,,1.059978524313545e-09,,0.018598499147462946,
1202,Lepidoptera_Group_457,Catocala andromedae,,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.0306178791109128,,0.007035097630959019,,0.05266949578948187,,0.0,,2.393005062126093e-09,,0.019235757624776365,
1203,Lepidoptera_Group_458,Catocala unijuga,,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.03046023357330905,,0.0,,0.05129025858946334,,0.0,,3.696886025464028e-09,,0.0,
1204,Lepidoptera_Group_459,Catocala cara,,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.030445513550907417,,0.0,,0.051490357462581744,,0.0,,3.942322442092345e-09,,0.0,
1205,Lepidoptera_Group_46,Epiblema boxcana,,33.0,1.0,native,0.415788344665279,0.584211655334721,0.07943246032511289,,0.03588131909975858,,0.10899566059642266,,0.03689436817446285,,0.0,,0.05782619415996963,
1206,Lepidoptera_Group_460,Palthis angulalis,native,33.0,5.0,native,0.0717194746146968,0.9282805253853029,0.0720699093391495,0.0,0.014145012561258462,0.0,0.10408399570520749,0.0,0.0,0.0,0.0,0.9999999999999999,0.023642536817252348,
1207,Lepidoptera_Group_461,Phalaenophana pyramusalis,native,33.0,8.0,native,0.031921550278466666,0.9680784497215331,0.07116594256855377,0.02859097083652497,0.018981092055341754,0.0057103299147176325,0.10742517186671738,0.015477300597760405,0.0,0.010175241945900356,0.0,0.1776394183391176,0.030944105471692688,0.02623437914742022
1208,Lepidoptera_Group_462,Lascoria ambigualis,native,33.0,2.0,native,0.0717194746146968,0.9282805253853029,0.061741515297707265,0.0,0.015065641559167037,0.0,0.09004241729238605,0.0,0.0,0.0,0.0,0.9999999999999999,0.028171969035502772,
1209,Lepidoptera_Group_463,Palthis asopialis,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.062239635132318595,,0.014107532927433278,,0.09487233472687243,,0.0,,0.0,,0.0253449663286934,
1210,Lepidoptera_Group_464,Macrochilo orciferalis,native,33.0,2.0,native,0.0717194746146968,0.9282805253853029,0.05507407846802163,0.0,0.0,0.0,0.08727538255723738,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,
1211,Lepidoptera_Group_465,Idia americalis,native,33.0,10.0,native,0.0340910319342483,0.9659089680657518,0.053729995547685074,0.013743551033559837,0.0033806913646936094,0.02134522385467597,0.0858923102605362,0.004574400970838632,0.004896675563674583,0.03800507524200413,0.0,0.5615931531213363,0.006551695079378025,0.33179611112584445
1212,Lepidoptera_Group_466,Idia aemula,native,33.0,13.0,native,0.016799258932298375,0.9832007410677015,0.053729995547685074,0.017131199275518105,0.0019618245830369885,0.004954548586107176,0.08877211846776706,0.009280919918368337,0.0,0.008827980448988875,0.0,0.6042868147650423,0.0037083539763427408,0.03795927195424439
1213,Lepidoptera_Group_467,Phalaenostola eumelusalis,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.04061860509597875,,0.0070654433572095235,,0.06043864879161657,,0.0,,6.458045712532597e-10,,0.01762521252772609,
1214,Lepidoptera_Group_468,Zanclognatha dentata,native,33.0,5.0,native,0.05944046347804832,0.9405595365219521,0.016561312980210553,0.07597995890285157,0.0014102776989050158,0.012805748740555303,0.03239160509981174,0.04251434436516134,0.0024483244078388005,0.022792636582117567,4.41785549930971e-08,0.008888711842215406,0.005146812578219644,0.021417772353154996
1215,,Zanclognatha jacchusalis,native,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1216,,Zanclognatha marcidilinea,,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1217,,Zanclognatha martha,native,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1218,Lepidoptera_Group_469,Zanclognatha pedipilalis,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.012540725767932213,,0.0070443965552603426,,0.026858983149737364,,0.0,,1.056910569105691e-07,,0.02829245976519156,
1219,Lepidoptera_Group_47,Platynota idaeusalis,,33.0,2.0,native,0.040348898347970966,0.9596511016520293,0.10075951917288284,0.01717121086892706,0.014173228762859808,0.0,0.13729582066928184,0.009674709389008761,0.0,0.0,0.0,0.157207247552479,0.018935276190268798,0.0
1220,Lepidoptera_Group_470,Chytolita morbidalis,native,33.0,2.0,native,0.05969085125219032,0.9403091487478101,0.012540725767932213,0.060353872352533054,0.0014102776989050158,0.0,0.026858983149737364,0.03516875879838621,0.0,0.0,3.2213529682466633e-08,0.007745421798198739,0.0056641083088104765,0.0
1221,Lepidoptera_Group_471,Renia sobrialis,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.025501732321275457,,0.0,,0.04772116454549285,,0.0,,2.0095106611443474e-09,,0.0,
1222,Lepidoptera_Group_472,Renia factiosalis,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.025501732321275457,,0.0,,0.04772116454549285,,0.0,,2.546402822518791e-09,,0.0,
1223,Lepidoptera_Group_473,Tetanolita sp.,,,2.0,native,0.0717194746146968,0.9282805253853029,0.0425669601388411,0.0,0.0,0.0,0.07341115032897247,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,
1224,Lepidoptera_Group_474,Tetanolita mynesalis,,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.0425669601388411,,0.0,,0.07315102928109213,,0.0,,0.0,,0.0,
1225,Lepidoptera_Group_475,,,,1.0,introduced,0.6360344092536866,0.3639655907463136,0.13059700458096757,,0.09232969373731947,,0.13643293639431006,,0.07430475870672044,,0.0,,0.12399801104602513,
1226,Lepidoptera_Group_476,Atteva aurea,,33.0,3.0,introduced,0.6418243971445752,0.3581756028554249,0.12394523572166324,0.040154852165456625,0.08825864597344626,0.0,0.12149214843609438,0.02320275322208142,0.07430475870672044,0.0,0.0,0.03148035271199357,0.1303621604818494,0.0
1227,Lepidoptera_Group_477,Sympistis chionanthi,native,33.0,1.0,native,0.17051124370910353,0.8294887562908964,0.10763271437159427,,0.02838446954070709,,0.15735004868680194,,0.012241675535187967,,0.0,,0.033822528674687026,
1228,Lepidoptera_Group_478,Galgula partita,native,33.0,1.0,native,0.09397506490678458,0.906024935093215,0.11224564387050309,,0.02125993187448343,,0.1490237335041396,,0.0,,0.0,,0.026523309526808023,
1229,Lepidoptera_Group_479,Raphia frater,native,33.0,2.0,native,0.28390248429159287,0.7160975157084079,0.10151828893028739,0.01717121086892706,0.04273384548412977,0.0,0.13072157481348753,0.009653770020248845,0.0,0.0,0.0,0.15721301755270115,0.05945389864022545,0.0
1230,Lepidoptera_Group_48,,,,3.0,native,0.0027044650187500146,0.9972955349812498,0.02394169611967869,0.018344486150282217,0.0,0.0,0.04546148148894708,0.01041819449447711,0.0,0.0,1.2578616352201256e-09,0.1857652086519605,0.0,0.0
1231,Lepidoptera_Group_480,Sympistis perscripta,native,33.0,2.0,native,0.10949593767304375,0.8905040623269559,0.09537386898403818,0.02576215781793358,0.02125293993521869,0.0,0.12907264546204553,0.014703919098556742,0.0,0.0,0.0,0.082811454688241,0.029878404368194333,0.0
1232,Lepidoptera_Group_481,Phytometra rhodarialis,native,33.0,2.0,native,0.2501576163406759,0.7498423836593245,0.09799215496137817,0.008575685478883698,0.031858292116723884,0.0,0.1318146855161031,0.004911846666115137,0.01255002644440722,0.0,0.0,0.3177321637326883,0.0440203650256831,0.0
1233,Lepidoptera_Group_482,Ulolonche modesta,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.06451013151597754,,0.014187390101776711,,0.0917631361597128,,0.0,,0.0,,0.026149110383261575,
1234,Lepidoptera_Group_483,Ulolonche culea,native,33.0,2.0,native,0.0610083311014773,0.9389916688985231,0.06451013151597754,0.08083994088635434,0.014525736076450461,0.0,0.0917631361597128,0.04697440017816051,0.0,0.0,0.0,0.002447611594233046,0.026772723757934797,0.0
1235,Lepidoptera_Group_484,Elaphria grata,native,33.0,2.0,native,0.1718720297165865,0.8281279702834131,0.09166685580911735,0.0,0.02122468824153986,0.0,0.12554109127443172,0.0,0.0,0.0,0.0,0.9999999999999999,0.030524160210907685,
1236,Lepidoptera_Group_485,Polygrammate hebraeicum,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.041869198882544624,,0.007162017300048847,,0.06660331713651099,,0.0,,2.2242675256941246e-10,,0.016704210539735143,
1237,Lepidoptera_Group_486,Comachara cadburyi,native,33.0,5.0,native,0.0027044650187500146,0.9972955349812498,0.041869198882544624,0.019280213331464797,0.007162017300048847,0.0,0.06660331713651099,0.009373842548424322,0.0,0.0,0.0,0.3365741344581042,0.016704210539735143,0.0
1238,Lepidoptera_Group_487,Agnorisma badinodis,native,66.0,2.0,native,0.06559425623171418,0.9344057437682859,0.08909804198483065,0.008577742459639383,0.0,0.0,0.13655943219172417,0.004724529629285216,0.0,0.0,0.0,0.317792753735021,0.0,0.0
1239,Lepidoptera_Group_488,Phosphila miselioides,native,33.0,1.0,native,0.09062583309027426,0.9093741669097251,0.08465885525336941,,0.021266994797903133,,0.11673724832120824,,0.0,,0.0,,0.032442969831234264,
1240,Lepidoptera_Group_489,Pseudeustrotia carneola,native,33.0,4.0,native,0.14284788235173104,0.8571521176482685,0.08651717312397203,0.013285242450349793,0.022088387947160937,0.0,0.11400474609436687,0.007627222678221514,0.004183333232136746,0.0,0.0,0.541349952341973,0.03434354591712479,0.0
1241,Lepidoptera_Group_49,Ancylis burgessiana,native,33.0,2.0,native,0.0717194746146968,0.9282805253853029,0.02394169611967869,0.0,0.0,0.0,0.04546148148894708,0.0,0.0,0.0,1.4511428133149256e-08,0.9999999999999999,0.0,
1242,Lepidoptera_Group_490,Acronicta afflicta,native,66.0,1.0,native,0.09062583309027426,0.9093741669097251,0.08500693102002546,,0.021302451383311622,,0.1185677998652217,,0.0,,0.0,,0.03209170753633365,
1243,Lepidoptera_Group_491,Melaporphyria immortua,native,33.0,2.0,native,0.12603360924515505,0.8739663907548445,0.08067818917110373,0.0,0.019430066835539276,0.0,0.11660976671260781,0.0,0.0035664174297223798,0.0,0.0,0.9999999999999999,0.029666817707703675,
1244,Lepidoptera_Group_492,Lacinipolia renigera,native,33.0,2.0,native,0.029372864232736152,0.9706271357672639,0.07904548291966762,0.034389068753055606,0.007060758402981376,0.0,0.11819517155587489,0.01956310143110283,0.0,0.0,0.0,0.04494333323031833,0.010663965189193752,0.0
1245,Lepidoptera_Group_493,Colocasia propinquilinea,native,33.0,3.0,native,0.0027044650187500146,0.9972955349812498,0.07627960323047078,0.017572985658464754,0.016907751364843848,0.0,0.10449470045168327,0.009898084955428443,0.0,0.0,0.0,0.18588635865662478,0.02817281150150776,0.0
1246,Lepidoptera_Group_494,Athetis tarda,native,33.0,3.0,native,0.05196027059914538,0.9480397294008543,0.07119885246067889,0.00571847285502028,0.01411218238958394,0.0,0.1071079028868166,0.0032602009935145484,0.0,0.0,0.0,0.5451594224886377,0.023060469736901328,0.0
1247,Lepidoptera_Group_495,Fagitana littera,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.06434468776480501,,0.015092331601436484,,0.09902988733688053,,0.0,,0.0,,0.026228101338280824,
1248,Lepidoptera_Group_496,Trachea delicata,native,33.0,1.0,native,0.2683754321176496,0.7316245678823504,0.07561632581766192,,0.021622696398467527,,0.08863774034040325,,0.024539628856028024,,3.083294983893235e-10,,0.04091948131600677,
1249,Lepidoptera_Group_497,Schinia septentrionalis,native,33.0,6.0,native,0.10801445291850512,0.8919855470814947,0.050327846020195126,0.0028585397082219245,0.014121552298040237,0.0,0.06881865116829503,0.0016301042133651479,0.0,0.0,3.144654088050314e-10,0.7725797112443188,0.03218400099919989,0.0
1250,Lepidoptera_Group_498,Schinia spinosae,native,33.0,1.0,native,0.04044237669829521,0.9595576233017046,0.050327846020195126,,0.014107532927433278,,0.06881865116829503,,0.0,,0.0,,0.03215204988314655,
1251,Lepidoptera_Group_499,Derrima stellata,native,33.0,2.0,native,0.022442505255266608,0.9775574947447334,0.06826479249123607,0.034372878323881834,0.0070514239866025655,0.0,0.09691835464752094,0.01973626562515005,0.0,0.0,0.0,0.04491900322938162,0.012461094070896735,0.0
1252,Lepidoptera_Group_5,Coptodisca splendoriferella,,33.0,1.0,introduced,0.6511475036065711,0.34885249639342897,0.11898904173924058,,0.08503742051289712,,0.14759286808283587,,0.07430475870672044,,4.126399754563583e-10,,0.10695394292868918,
1253,Lepidoptera_Group_50,Endothenia hebesana,,33.0,2.0,native,0.1590544905449149,0.8409455094550848,0.0934775795368151,0.0,0.02120346397920325,0.0,0.1325343443202794,0.0,0.0,0.0,0.0,0.9999999999999999,0.02916681284153295,
1254,Lepidoptera_Group_500,Bagisara rectifascia,native,33.0,2.0,native,0.12776784443106526,0.8722321555689344,0.06611575864965419,0.0,0.017663661631140037,0.0,0.0831349422983707,0.0,0.0,0.0,3.650866697346219e-10,0.9999999999999999,0.03507962507957169,
1255,Lepidoptera_Group_501,Euxoa bostoniensis,native,33.0,2.0,native,0.16022893530129437,0.8397710646987052,0.0620914333028899,0.0,0.02123870761214682,0.0,0.0926038500818446,0.0,0.0,0.0,0.0,0.9999999999999999,0.0388731037158001,
1256,Lepidoptera_Group_502,Morrisonia latex,native,33.0,1.0,native,0.10072697417844906,0.8992730258215506,0.04778187237647571,,0.021126339694826236,,0.0710732928613057,,0.012241675535187967,,3.911642890013806e-10,,0.047054742176144713,
1257,Lepidoptera_Group_503,Achatia distincta,native,66.0,1.0,native,0.011395079366971364,0.9886049206330285,0.04765933668574241,,0.0,,0.0710732928613057,,0.0,,0.0,,0.0,
1258,Lepidoptera_Group_504,Feltia jaculifera,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.05491403623175225,,0.007072470788551746,,0.08659304315375158,,0.0,,0.0,,0.013622594589186503,
1259,Lepidoptera_Group_505,Eucoptocnemis fimbriaris,native,33.0,1.0,native,0.050337447411579105,0.9496625525884206,0.05284042685489409,,0.014149697515486611,,0.06440104406306049,,0.012241675535187967,,1.322288694585059e-09,,0.03378677543535944,
1260,Lepidoptera_Group_506,Ochropleura implecta,native,33.0,2.0,native,0.02703994002509703,0.9729600599749028,0.03937137384186915,0.008577742459639383,0.0,0.0,0.057075593445127616,0.004890305206879696,0.0,0.0,2.9605767755790764e-09,0.31773913373295665,0.0,0.0
1261,Lepidoptera_Group_507,Euxoa violaris,native,33.0,1.0,native,0.11058051370875614,0.8894194862912435,0.04844997895823772,,0.02123870761214682,,0.06440104406306049,,0.012241675535187967,,6.12057063966866e-09,,0.050713977733946265,
1262,Lepidoptera_Group_508,Agrotis ipsilon,native,33.0,2.0,native,0.0717194746146968,0.9282805253853029,0.032820695585983974,0.0,0.0070748487577433055,0.0,0.05137356171447773,0.0,0.0,0.0,4.939407884644884e-09,0.9999999999999999,0.01965953987027849,
1263,Lepidoptera_Group_509,Agrotis gladiaria,native,33.0,3.0,native,0.0717194746146968,0.9282805253853029,0.01385009232923893,0.0,0.0,0.0,0.03173402744312827,0.0,0.0,0.0,8.268139285166435e-08,0.9999999999999999,0.0,
1264,Lepidoptera_Group_51,Hedya nubiferana,,33.0,2.0,native,0.17725495361217675,0.8227450463878231,0.08930206543019553,0.0,0.02481155308434947,0.0,0.11110601613571588,0.0,0.0,0.0,0.0,0.9999999999999999,0.03938039500081937,
1265,Lepidoptera_Group_510,Agrotis venerabilis,native,66.0,6.0,native,0.022300895357996443,0.9776991046420035,0.01385009232923893,0.03754533983710835,0.0,0.0,0.03173402744312827,0.022189583616088214,0.0,0.0,1.7947537965945697e-08,0.6667521471699576,0.0,0.0
1266,,Agrotis vetusta,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1267,Lepidoptera_Group_511,Noctua pronuba,native,33.0,3.0,native,0.02293369370141163,0.9770663062985883,0.04452297030878475,0.011552070278140956,0.007133978558834931,0.0,0.06433427511300652,0.006585725087015658,0.0,0.0,1.0216290842153703e-09,0.43810070836687726,0.01704687149422788,0.0
1268,Lepidoptera_Group_512,Hemipachnobia monochromatea,native,33.0,2.0,native,0.12776784443106526,0.8722321555689344,0.04080331186553104,0.0,0.014140292114952829,0.0,0.05864055414501596,0.0,0.0,0.0,1.7333946924374903e-09,0.9999999999999999,0.036004362259884876,
1269,Lepidoptera_Group_513,Xestia badicollis,native,33.0,10.0,native,0.010207557568450558,0.9897924424315493,0.031298738275873296,0.0259164313746099,0.0007058309449634843,0.0,0.05561149745180911,0.015174768716848587,0.0,0.0,1.9941708851050772e-09,0.4709928896332262,0.0018621671520243192,0.0
1270,,Xestia dilucida,native,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1271,,Xestia elimata,native,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1272,Lepidoptera_Group_514,Xestia smithii,native,33.0,2.0,native,0.022442505255266608,0.9775574947447334,0.029262563901307458,0.034372878323881834,0.0,0.0,0.04964040166040718,0.01956310143110283,0.0,0.0,3.620187145267679e-09,0.04494333323031833,0.0,0.0
1273,Lepidoptera_Group_515,Protolampra brunneicollis,native,33.0,3.0,native,0.03694646203664626,0.9630535379633535,0.028260708087450383,0.008585306840482866,0.0070748487577433055,0.0,0.04580018042341289,0.004851362589580015,0.012260425881073003,0.0,1.5646571560055223e-08,0.49165031042853696,0.021140461377187694,0.0
1274,Lepidoptera_Group_516,Xestia dolosa,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.018653952859906293,,0.0,,0.03464063557218804,,0.0,,4.080380426445774e-08,,0.0,
1275,Lepidoptera_Group_517,Spaelotis clandestina,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.017761182606957464,,0.007056073448753228,,0.03362765010536179,,0.012241675535187967,,1.579996932044792e-07,,0.02523624584456954,
1276,Lepidoptera_Group_518,Abagrotis alternata,native,66.0,3.0,native,0.0009503849555702779,0.9990496150444297,0.01310268006177974,0.022920671143718457,0.0,0.0,0.03077705435366477,0.013157505461289534,0.0,0.0,7.777266451909802e-08,0.3632793354862544,0.0,0.0
1277,,Abagrotis anchocelioides,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1278,Lepidoptera_Group_519,Abagrotis brunneipennis,native,66.0,10.0,native,0.010207557568450558,0.9897924424315493,0.01310268006177974,0.03012614202244471,0.0,0.0,0.03077705435366477,0.017367872124123857,0.0,0.0,2.822518791225648e-08,0.4730620397128885,0.0,0.0
1279,,Abagrotis cupida,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1280,,Abagrotis magnicupida,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1281,,Abagrotis nefascia,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
1282,Lepidoptera_Group_52,Olethreutes concinnana,,33.0,1.0,native,0.10024549269696757,0.8997545073030321,0.07839835639413537,,0.026086676952187908,,0.10978566971534251,,0.0,,0.0,,0.04180046706482078,
1283,Lepidoptera_Group_520,Morrisonia confusa,native,33.0,3.0,native,0.0717194746146968,0.9282805253853029,0.03654682869279708,0.0,0.0,0.0,0.06387664658597011,0.0,0.0,0.0,2.837858567264918e-10,0.9999999999999999,0.0,
1284,Lepidoptera_Group_521,Morrisonia evicta,native,33.0,2.0,native,0.0717194746146968,0.9282805253853029,0.03654682869279708,0.0,0.0,0.0,0.06387664658597011,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,
